Id,Label,Interval,Size,Type,M_E1,M_E2,M_v1,M_v2,Std_E1,Std_E2,Std_v1,Std_v2
18,4-23, ,3.0,4,0.0028996671348626253,0.002932921980438,0.18187045431800372,0.16794295998469627,0.0002527008117693758,0.00029519373881634417,0.04643716732714478,0.04509097164509267
21,4-20, ,3.0,4,0.0031516919035192046,0.003210766955224091,0.21507395268971594,0.19921958324438635,0.0004987105844631916,0.0005129427676352162,0.04123156120073547,0.04086343125102809
23,4-12, ,3.0,4,0.0025543462003493845,0.0025873010682307693,-0.11461960557381105,-0.12237675276539492,0.00039259393868668985,0.0004083421382649329,0.07237366103376282,0.07102194545503618
25,4-3, ,3.0,4,0.0021029769042276406,0.0021235561210238203,0.15713173141363143,0.14754924775850561,0.0002855029270175531,0.0002893739782815487,0.04433176535939167,0.04366989692549578
29,4-9, ,3.0,4,0.002363599364593269,0.0023987969438196153,0.30841070238798074,0.29522216289167313,0.00013110957672454778,0.00014993232049135232,0.016645787239834734,0.015272720295929597
31,4-28, ,3.0,4,0.0023838797147103033,0.002416110818645,0.08587225251021062,0.07335005133511423,0.0004732576900170855,0.0004897251763780777,0.051423880040877154,0.050512693977093424
36,4-4, ,3.0,4,0.0027465151492791014,0.002807374858842584,0.3266150540607753,0.3114502123849775,0.00030324649441858216,0.0003147281976033697,0.027416453758192322,0.02564659842641332
44,4-19, ,3.0,4,0.0013580824275182,0.0013709567294426222,-0.07617512443208645,-0.08180680015971467,0.00022397895933066967,0.00023362322077326888,0.051958107271079114,0.051872158572501936
71,4-27, ,3.0,4,0.0028804662328739995,0.0029557487552520005,0.3157458533469714,0.3021805164049428,0.00019415730390642526,0.00018134847530276163,0.01932618109452888,0.016024147373472575
72,4-6, ,3.0,4,0.002794005782392445,0.002822056952867333,0.2612165980107556,0.2428750278062,0.00026498072862865025,0.0002766132093950894,0.035805003634543094,0.03112290423909518
77,4-10, ,3.0,4,0.002836466166964117,0.0028514668260647058,-0.11115144488839586,-0.11988788218840647,0.0004201195840672986,0.00043436904787331056,0.08925950158610993,0.08742777950468177
81,4-22, ,3.0,4,0.0011990997315845834,0.0011954718826716877,-0.027416945787701458,-0.030531849992446666,0.00018794542767027183,0.0001787054955479951,0.05717576358716812,0.05689061212279261
86,4-16, ,3.0,4,0.0017063345140558824,0.0017116472636886763,0.10469213739748558,0.0949483094632434,0.0002156349333224196,0.00022888873398045314,0.05718410125803452,0.05537666366168937
89,4-13, ,3.0,4,0.0018226020174005124,0.0018301674238633335,0.10984548152057179,0.10320522098552949,0.00023463998213278932,0.00023973510322573325,0.04834087609682814,0.04787221635464877
99,4-15, ,3.0,4,0.0015260525445524998,0.00154379154164625,0.09171923473939944,0.08581958709598786,0.00016937526071109096,0.00017294662366548096,0.050558144326507945,0.04964156144210946
114,4-2, ,3.0,4,0.0024031840965645654,0.00242950736724,0.13838982186498697,0.1261185097139796,0.00019417408803032123,0.0002084658136291413,0.049500855944645164,0.048621364358397874
121,4-1, ,3.0,4,0.0013866995633172972,0.0013981922165329191,-0.007810429148385676,-0.01119493230233838,0.00028592018566851637,0.0002956372050633316,0.046234766543803214,0.04703154899461084
124,4-21, ,3.0,4,0.001860174909321334,0.0018600709630073335,-0.12794329429527532,-0.13195253867610557,0.0003796028575889393,0.0003868733404088122,0.08235923006017506,0.08294241919704938
129,4-17, ,3.0,4,0.0017461745704744447,0.0017477900603964816,0.05260214989028639,0.04676514022297704,0.0002427217717292081,0.00024895248465426495,0.0549387981525548,0.054555929492247225
131,4-8, ,3.0,4,0.0013455342162551841,0.0013564876542101973,0.08117903328417196,0.07604212943097614,0.00017543617169390007,0.00017657440276610937,0.05688317104994853,0.056094490365496866
134,4-25, ,3.0,4,0.0026063753550660718,0.002657206910320357,0.31685044360976783,0.30116617811055363,0.0001151018498610244,0.00012160898185106617,0.0170206438499902,0.015053097375970497
138,4-29, ,3.0,4,0.0021944296496547765,0.002224696321001791,0.2293559520879403,0.21927829540814922,0.00018955354643965656,0.0002119992756496328,0.030951520735662912,0.030385182829034605
140,4-24, ,3.0,4,0.0021673902190390004,0.0021977386952804997,0.22397661947973332,0.21182304157016665,0.00017965506159030507,0.00018183330782836098,0.04446334004950572,0.04149782838327026
144,4-11, ,3.0,4,0.001155655273944607,0.0011591748113283927,-0.03850402638770428,-0.04187202755225885,0.00011262925891377449,0.00011643532395688648,0.03367584344581682,0.03366114834063919
148,4-7, ,3.0,4,0.0012853070162008066,0.0012764239671673872,-0.2169274773277742,-0.2177706529232903,0.00021713878352197735,0.00021415638177519448,0.05863060390106274,0.057856488855784545
153,4-30, ,3.0,4,0.0014866587885740625,0.0014987733574640624,-0.10866909380754117,-0.11419288950244656,0.00024254436218250813,0.0002673547132280194,0.06416565915130357,0.06508835168737852
167,4-14, ,3.0,4,0.001435140438242,0.0014346412744800302,-0.30150505113845455,-0.30407507416078783,0.0002878763449812361,0.0002841985934057765,0.05355601361690564,0.05412984044584034
169,4-18, ,3.0,4,0.0012791921050017074,0.0012795778215286342,-0.0024920198444465854,-0.005660594624969587,0.00015020117199238575,0.00014994456642647097,0.039496216315539394,0.03935325462686274
170,4-5, ,3.0,4,0.0017668366667138887,0.0017701065269602775,-0.3151364766430833,-0.31813450756877787,0.0002998897426758013,0.0003023608299264876,0.04496545408727551,0.04560650122321762
174,4-31, ,3.0,4,0.002040550340628793,0.002057855067527069,0.2607036365967931,0.24851365659687935,0.00019981211663833924,0.00020903916816836067,0.03778424721685417,0.036560206364573196
178,4-26, ,3.0,4,0.0017865338284465389,0.0018049285730167308,0.07962311701940519,0.07113012036719808,0.0001908723626218225,0.00020440085977394234,0.040682032951686146,0.03923729515326593
