Source,Target,Type,Id,Label,Value
47,111,Undirected,0,1,0.4016513024917441
111,143,Undirected,1,1,0.09609104301666138
160,181,Undirected,2,1,0.3987825303927538
143,182,Undirected,3,1,0.4878059955627879
181,113,Undirected,4,1,-0.03298802436756865
182,113,Undirected,5,1,0.24660741268981912
