Id,Label,Interval,Size,Type,M_E1,M_E2,M_v1,M_v2,Std_E1,Std_E2,Std_v1,Std_v2
3,3-3, ,3.0,3,0.0016291439210439475,0.0016419849058381584,-0.008436232736914474,-0.012490274685857634,0.00022437578583576272,0.00023047330665300857,0.05971707186657963,0.059702532525630306
17,3-17, ,3.0,3,0.0028000718010885712,0.0028393485440061433,0.0674727638554172,0.05582714093946715,0.000553559274367489,0.000557934648029968,0.04956765162798677,0.04932826267149593
30,3-29, ,3.0,3,0.0013342902193303702,0.001339120508401852,0.05596055760102739,0.051675309791288565,0.00013771855451643372,0.00013872035357276276,0.04122191506856453,0.04054999740055893
41,3-7, ,3.0,3,0.002680433641752835,0.002704058422970448,-0.08977724667947262,-0.09789233670452654,0.0004095631533782509,0.00042020604838480274,0.07040529451951959,0.06834039758535998
43,3-8, ,3.0,3,0.003070767541887708,0.003134384345131875,0.33936939838331254,0.32221680811758335,0.00030221054245623485,0.0003274063205064482,0.022307655107651963,0.02069449908427344
51,3-4, ,3.0,3,0.0015034611062138825,0.0015100694129524703,0.0834100409760619,0.07762176410651604,0.00023243777137940062,0.0002341801708287143,0.05529122176552158,0.054360902952265526
57,3-20, ,3.0,3,0.001882334435945294,0.0019071989568372055,0.1590901823833147,0.15258968313454413,0.00017412043850010845,0.00018637246155958523,0.03634385189980427,0.03573057718540309
64,3-28, ,3.0,3,0.002572628041567143,0.002622050611431071,0.3218075666467857,0.30752831917185713,0.0001713380731021191,0.0001658686744685135,0.01518864107138244,0.009965116204138084
65,3-11, ,3.0,3,0.002166934007532361,0.002194889921972778,0.22510983076995833,0.21470988000555558,0.00020951061157250934,0.00022194408121305848,0.0346091006791645,0.03383407320866053
69,3-13, ,3.0,3,0.0029609623154733334,0.0030299330888633328,0.3103735647025186,0.2959607661635185,0.00021143104128508664,0.00018989157833703118,0.020749132342024378,0.017857933270469632
70,3-16, ,3.0,3,0.002382712889156117,0.002426213562841059,0.2964739246750941,0.2824817922418941,0.00021296645198043876,0.00022827112971443228,0.03364103205258954,0.032340421004224906
80,3-18, ,3.0,3,0.002177336930743396,0.0021950038355937735,-0.13631063346203395,-0.14449665274624152,0.0005800556660334971,0.0005941217733997145,0.05498677582863887,0.05426947334928219
88,3-1, ,3.0,3,0.0027959852338401204,0.000199468128926988,0.20393227506085299,0.010165118139037348,0.0002754372287886501,0.0007191643751761007,0.052936424311456565,0.03772458281932447
92,3-25, ,3.0,3,0.0020127604344649997,0.0020307987807371666,0.22151053137786664,0.21109948431443332,0.00016840207736717636,0.00019139185340370923,0.0383293511041581,0.03761226072691172
98,3-24, ,3.0,3,0.0032474329630167898,0.003316013378306049,0.23174292660066667,0.21595774674056792,0.00046410346070482997,0.0004761878955347349,0.0453730496038973,0.04431954853235013
106,3-9, ,3.0,3,0.001625879706344706,0.0016349842041756468,0.06763717067318176,0.060820006588492466,0.00017089753869701694,0.00017959962041802903,0.038591499674939654,0.037943965920088495
112,3-10, ,3.0,3,0.002407394722502807,0.002436675337666842,0.2793504023462281,0.26392403179526314,0.00013852598769024463,0.00016631469376938656,0.026864189822135544,0.0264120298761592
115,3-19, ,3.0,3,0.0024495525468567533,0.002476890221617792,0.09769068321310974,0.08834486260549278,0.0003334679951845622,0.0003616904022249961,0.04389388074159672,0.04340689874941786
116,3-21, ,3.0,3,0.0021211431322976817,0.002159606352036377,0.08089669997436856,0.07120898775272817,0.0003210543371103217,0.00034542975691117264,0.053549103640927596,0.052966890427208604
125,3-5, ,3.0,3,0.0013603297200219999,0.0013543036381490244,-0.2779230538494878,-0.27921287645202436,0.00028197413407663537,0.00027692221407708096,0.06590942179426408,0.06590247653935072
137,3-27, ,3.0,3,0.0016802108962430955,0.0016917502148420236,0.08810873927075019,0.07925798363628596,0.00019262549975025074,0.00020223872498372966,0.06102043508123053,0.05922566467149855
141,3-22, ,3.0,3,0.0016314508863624322,0.001655456658122162,0.1666873573268811,0.15967537089007164,0.00016079095494809416,0.0001624445926865804,0.05336620283055228,0.05153575089456456
150,3-14, ,3.0,3,0.0017496564748237498,0.00175674913419425,-0.312635324359975,-0.31606584662497494,0.0002917388891507421,0.0003011416037903997,0.0506619058303021,0.05094977122131134
151,3-23, ,3.0,3,0.0012435195964881304,0.001243879610422239,-0.05403478268888675,-0.05645661488876347,0.00020080522091364786,0.0001955530555690517,0.05208498967973477,0.052007130395901574
155,3-26, ,3.0,3,0.0011911673269624184,0.0011999684272913024,-0.058463749035581394,-0.06168140700273677,0.00016177896773684306,0.0001670655849676979,0.056153355921016744,0.056487146791782995
162,3-2, ,3.0,3,0.002298919139017857,0.0023233717368671422,0.16531194914459998,0.1513819565369732,0.00032227047095634477,0.0003214066834172534,0.048907182854952276,0.04693585306918747
166,3-15, ,3.0,3,0.0014795646236664102,0.0014830438296417948,-0.012655953572964793,-0.016325309528888183,0.00028285885623214723,0.000282063649233769,0.05343220910064062,0.05322585321564293
179,3-12, ,3.0,3,0.002011157497734074,0.0020123644022731475,-0.047626491463668714,-0.05253741019983488,0.00039204789731589457,0.0003870279239198288,0.07811445713814827,0.07783838019427905
180,3-6, ,3.0,3,0.00127016288445,0.0012681990557246296,-0.14592426072655557,-0.14915543654837038,0.0002905452989728132,0.00029176308579605673,0.057164939635191946,0.056870666096221344
