Id,Label,Interval,Size,Type,M_E1,M_E2,M_v1,M_v2,Std_E1,Std_E2,Std_v1,Std_v2
2,8-3, ,3.0,8,0.0015224251019310255,0.0015220284186892308,0.11328314091759999,0.10624162635110768,0.0001850983289991326,0.00018715008759844133,0.040469675704291705,0.03885251255143394
4,8-24, ,3.0,8,0.002576549444288764,0.0026038142795046064,0.3185449333515955,0.307530652989764,0.0002363978096302367,0.00024470687145643715,0.011287799746965671,0.007416142278610977
6,8-40, ,3.0,8,0.0014993700169399998,0.0014913587806543902,0.24542268471273168,0.23917635054424394,0.00025814512574839763,0.00025162204806708667,0.046454766393918934,0.04378989308096548
8,8-50, ,3.0,8,0.001151674467644,0.0011531226598184706,0.19182993450196079,0.18959409994337256,0.0001641795057219661,0.0001662507476633338,0.04268198557456149,0.04253178724566405
9,8-28, ,3.0,8,0.0016731752970608926,0.0016661906343242857,0.29160087524125,0.2858971839739821,0.00016178318618081665,0.00016885693409268555,0.01982070254814455,0.017311277996783905
10,8-26, ,3.0,8,0.0019053781294836542,0.0019072222964719233,-0.12084253575109807,-0.1247852261656846,0.0003459537960509096,0.00034429305317685915,0.06204340860682675,0.06182253396234247
11,8-12, ,3.0,8,0.001515007601725614,0.0015050459132366668,-0.26813834511642104,-0.26800905624721055,0.00022341021311048792,0.0002234946887091575,0.04973150882186251,0.048279463481208325
12,8-23, ,3.0,8,0.0013547468572426785,0.001346899301091607,0.17328452483662501,0.16575072859616072,0.00011927151030298314,0.0001256368799097405,0.04133419104106228,0.040667226082528554
13,8-30, ,3.0,8,0.0011740311712838,0.0011745207775231,-0.12692100385986,-0.13059166700749,0.0002353688504171073,0.00023786962783118774,0.06945668493059996,0.06875970162515953
15,8-1, ,3.0,8,0.001737085441717528,0.0017450203869683145,0.24213979297013483,0.23656268069325845,0.00020475563136485993,0.00020942601755637337,0.025014326588266463,0.025085325161371998
19,8-14, ,3.0,8,0.0025088632962911497,0.0025421983181220693,0.26863966351605745,0.2595908890219195,0.00025547750358905906,0.0002775832893317799,0.029732630313830777,0.02863815733988396
20,8-21, ,3.0,8,0.001465482289328158,0.0014800146876505263,0.19167445899112365,0.1864887630847526,0.00019734356379388058,0.00021207658926354142,0.0491511346905361,0.048566029165488245
26,8-22, ,3.0,8,0.0021846627779707408,0.002194835826180494,0.3168008864751358,0.30786284175991363,0.0001933443200573843,0.0001939938271705703,0.011730460382935496,0.008178666718993125
27,8-6, ,3.0,8,0.0013804439632885664,0.0013810769683928303,-0.04071400220365624,-0.0451294947547871,0.0002237284946218092,0.00022804022886135203,0.06378218645524618,0.06368054706901626
34,8-36, ,3.0,8,0.0018517982456918518,0.0018677477930006173,0.25267444438960496,0.24642596673322228,0.00016904455720402056,0.0001732217641934591,0.0355754167602391,0.03133791697242134
38,8-5, ,3.0,8,0.001595205544993768,0.0015907425147727537,-0.15180774448872464,-0.1531962744349971,0.00023827370427740628,0.00023680237088078736,0.06825213992008726,0.06706051904298038
45,8-4, ,3.0,8,0.0030385509958301142,0.0030782009705970117,0.32099362780545976,0.3082773127836322,0.0003032702557315224,0.00030699313878915924,0.022557513840930073,0.0203546574907042
46,8-39, ,3.0,8,0.0022966467854241665,0.0023156171432188095,0.28792413776989284,0.2799298398127857,0.0001802266487725897,0.00019146178856553102,0.02159807805378971,0.02010394736223388
48,8-17, ,3.0,8,0.0021469136153206094,0.002155701684688415,0.3025610006412561,0.2906869796582195,0.00014476273004468607,0.00015891664353195512,0.01533351884746684,0.014153105217400541
49,8-27, ,3.0,8,0.0016958341258840421,0.0017106630686525531,0.22434701471163826,0.21798645587423396,0.0002016160158267931,0.00020656223108873653,0.05027178144119463,0.048392531662145154
50,8-37, ,3.0,8,0.0012226898140633065,0.0012240827151911934,0.23725780482280642,0.23491885609470967,0.00017215151865918073,0.00017498066232676752,0.03263622463339993,0.031651735672156345
52,8-49, ,3.0,8,0.0011132061011308772,0.0011109614479428423,0.005090784686537614,0.0013781402227252626,9.348444846860881e-05,9.287956561722414e-05,0.045806129018719104,0.044911021594065494
54,8-29, ,3.0,8,0.001161891652813913,0.0011631688084732174,0.04350487439882965,0.03979494788497194,0.00011092426449412152,0.00011431616097819084,0.04465125663725383,0.0441888041346389
56,8-10, ,3.0,8,0.0012577280546716887,0.0012612058022694593,0.18802619029445578,0.1863346156027082,0.0002665679715194696,0.00027189173627566274,0.044185460626628266,0.04492618187644023
59,8-19, ,3.0,8,0.0013740275102816905,0.0013902507103590142,0.25725255626153526,0.25594267357378875,0.0001145533915997349,0.00010811480422446644,0.02523454067564794,0.024433109403866823
60,8-32, ,3.0,8,0.0024078954062395,0.002431962063324333,0.2813335677586001,0.26759993116503333,0.00021751149077085496,0.00022764535065663132,0.03746256091643467,0.03574805029278403
61,8-9, ,3.0,8,0.002856573397177262,0.002911199846279524,0.28492471364786903,0.2763128524016667,0.00019160502733486107,0.0002168109231732781,0.02696974390810173,0.025874507815195506
62,8-53, ,3.0,8,0.0016961510042573847,0.0016947478929778463,0.2941982752000154,0.28954642623080007,0.000209128830357522,0.00022205699227038447,0.01286305202349997,0.010177746978156946
66,8-52, ,3.0,8,0.002282570530595357,0.0023016716027844048,0.25918810146321436,0.2537026728532976,0.0003275916957357942,0.0003563266892908701,0.03972129985207287,0.03800476099713137
73,8-47, ,3.0,8,0.0014428449621296492,0.0014521413631601752,0.20702745108396492,0.20192608503445614,0.00014410035574551064,0.00014879564719437702,0.03684399067578469,0.03651520986785145
74,8-25, ,3.0,8,0.0014772869107204443,0.0014775560628991111,0.05178620151841332,0.04464579467425866,0.0001867844966384196,0.00018810080449779352,0.05131770432716007,0.049624688234448024
78,8-38, ,3.0,8,0.0020044164689667692,0.0020300564959763075,0.3032153605988615,0.2946303720831693,0.0002264672151262022,0.00022238629888275427,0.01934168730689772,0.014910406706720322
79,8-33, ,3.0,8,0.001538361879592785,0.0015325897243416455,0.2869772118656582,0.2801002930774683,0.0001363151261036894,0.0001408166806238067,0.016491094664553948,0.013201364445099792
82,8-8, ,3.0,8,0.0026559974631347226,0.0026658000505475,-0.006792009434993277,-0.013270889778877502,0.0004688558645472318,0.0005134544919752603,0.08894568018825785,0.0875310049591748
83,8-15, ,3.0,8,0.0020667853173850564,0.002084856791703146,0.24151221411793264,0.23684107047415728,0.00024800202335767304,0.0002704782032798872,0.032639286678199916,0.031497114554853864
85,8-2, ,3.0,8,0.0015123358972428573,0.0015378606875713094,0.28645149418205956,0.28462770734694043,0.0001159580915462039,0.00012414368402657728,0.01533598139307696,0.013762718861437822
87,8-11, ,3.0,8,0.001664090010164,0.0016995981132730002,0.27460963480941664,0.27011405300295,0.00015892344133238272,0.00015840770403676734,0.03024922015623703,0.027618295180197597
94,8-48, ,3.0,8,0.0011623014343350002,0.001162878969235431,0.05401730827577672,0.04878663448379481,0.00011998968908988246,0.0001223570894046205,0.05044652266357529,0.05001729287379937
